Rank,WCA ID,Name,Elo
640,2014HOLL01,Matthew Hollinger,1112
641,2023PAGE01,Owen Page,1112
642,2022RAJR01,Rohan Raj,1110
643,2022WHIT17,Cody Alexander White,1110
644,2024HICK04,Colton Hicks,1109
645,2017GETT01,Roger Getts,1108
646,2024BOCA01,Emanuel David Rojas Bocaul,1107
647,2023BEAC01,Jackson Beach,1107
648,2022ROUN01,Kendall Rounbehler,1106
649,2024HITC01,James Hitch,1106
650,2023BELT04,Sebastian Bruno Beltran,1106
651,2023SEUF02,Ellis Christopher Seufer,1106
652,2019WATS06,Bradlee Watson,1106
653,2022GIRO03,Aidan Giron,1105
654,2019FILL01,Jack Fillenwarth,1105
655,2024BEWL01,Evan Bewley,1104
656,2023HALL07,Max Haller,1104
657,2023PREM01,Anish Premnath,1104
658,2023KENS02,Bryn Kensmoe,1104
659,2024YANG05,Stephen Yang,1103
660,2019HUMP02,Aaryn Humphrey,1103
661,2023HANS07,Jett Hansen,1101
662,2022ALVA18,Richard Alvarez,1101
663,2023THAN10,Reyan Thangaraj,1101
664,2022MOOR07,Christian Shane Moore,1100
665,2019SMIT13,John Daniel Smith,1098
666,2022BAGL01,Joe Bagley,1097
667,2021KIMI01,Ian Kim,1096
668,2022WANG07,Zhongwen Jason Wang,1096
669,2012PONC02,Patrick Ponce,1094
670,2021MCLE03,Jackson McLean,1092
671,2016SONG15,Brian Song,1092
672,2023VOLE01,Karthikeya Volety,1091
673,2022PAKC01,Chase Pak,1091
674,2023BALZ01,Mira Balzano,1089
675,2015SHEA02,Redding Shealy,1089
676,2023GRAY17,Rowan Gray,1088
677,2023WEAT02,Fox Weatherman,1088
678,2023BARR15,Daniel Barroso,1088
679,2023COHE06,Ethan Cohen,1087
680,2018LEEJ01,Joseph Lee,1087
681,2024MCSW01,Gavin Richard McSwain,1087
682,2023GILB09,Daniel Gilbert,1087
683,2022HAMM03,Necolos Hammond,1086
684,2023ROSS08,Michael Ross,1086
685,2024WILS04,Coby Wilson,1086
686,2023POKO01,Mateo Pokorny,1086
687,2024WILS05,Charlie Wilson,1086
688,2022BHAG04,Akshath Nandan Bhagi,1086
689,2024SMIT38,Benjamin Smith,1085
690,2022CHAK01,Soumik Chakraborty,1085
691,2023CURR02,Xander Curry,1084
692,2023HARP06,Maxwell Harper,1084
693,2019ONEI02,Liam O'Neill,1083
694,2023MORR26,Quinn Morrison,1083
695,2023WILL04,Mason Williams,1083
696,2022ZALA02,Charles Zalamea,1083
697,2023MOSI01,Landon Mosier,1083
698,2023GAND12,Ansh Gandhi,1082
699,2022SAMK01,Emilian Samkovich,1082
700,2023SHEL04,Timothy Shellenberger,1082
701,2022BOLA06,William Patrick Boland,1082
702,2022COLE05,Jonathan Coleman,1082
703,2024BAEI01,Ian Bae,1082
704,2023MCPH01,Liam McPherson,1081
705,2015JEHL01,Michael Jehl,1080
706,2023ENGE05,Gunner Engelsman,1080
707,2024STON03,Blake Stone,1079
708,2021LOUN01,Matthew Lounsbery,1079
709,2023BAKE06,Liam Baker,1079
710,2019CHOC01,Parker Chocheles,1078
711,2023BROD02,Mario Broderick,1078
712,2023GLOV03,Charlotte Glover,1076
713,2014SHIE03,Cady Shields,1076
714,2023WEST13,Graham Westerfield,1076
715,2023BELL28,Ezra Bell,1075
716,2015PADG01,Dalton Padgett,1075
717,2017MCWI01,John McWilliams,1074
718,2018MURR01,Aidan Murray,1074
719,2023BROW01,Tommy Brown,1073
720,2023WOOD33,Stacey Woodruff,1073
721,2022BAIE02,Karl Baier,1073
722,2023ALIM02,Timur Alimbekov,1073
723,2022STAL01,Anders Stalcup,1072
724,2022SAXE01,Ayaan Saxena,1072
725,2023PERR15,Fletcher Perry,1072
726,2022ADUE01,Austin Adueni,1071
727,2022KEUN02,Ethan Keung,1071
728,2023CHRI27,Hendry Christie,1071
729,2018SICH02,Sungananji Joshua Sichizya,1071
730,2023NELS17,Kaden Nelson,1070
731,2022SIMO01,David Simon,1070
732,2020PASU01,Anish Ram Pasumarthi,1070
733,2022LITT05,Aaron Little,1069
734,2023JUNG01,Christian Jung,1068
735,2023VINC01,Maximus Vincent,1068
736,2022GALP01,Chase Galpin,1068
737,2023WHIT33,Silas White,1068
738,2023LENS01,Clark T. Lenstrom,1068
739,2022FAGA01,Paul Fagans,1068
740,2022LOWE01,Ryland A. Lowery,1067
741,2019YANH09,Hillary Yang,1067
742,2023SMIT89,Baron Fire Smith,1065
743,2024JEON04,Sieon Jeong,1065
744,2023SRIV06,Vishnu Srivaths,1065
745,2016SEKE01,Neil Sekerak,1065
746,2021LEEA01,Andrew Charles Lee,1064
747,2022COLG01,Jacob Colgan,1064
748,2019SASI02,Jacob Sasine,1063
749,2023WEIN01,Oliver Weinstein,1063
750,2014COWL01,Ethan Cowlbeck,1063
751,2015LANE01,Phillip Lane,1062
752,2019KISE05,Nathan Kiser,1062
753,2023VASI08,Anton Vasiutyk,1062
754,2019PAMU02,Vishal Choudary Pamulapati,1062
755,2022LAMC02,Nathan Lamchamkee,1062
756,2022KOYA01,Taisei Koyama,1062
757,2022LIST02,Andrew Lister,1061
758,2021GOLD01,Alexander Gold,1060
759,2023STAR07,Scott Kevin Starr,1060
760,2022RAME02,Shenghan Carson Ramey-Rodgers,1060
761,2022CLYD01,Khyler Clyde,1060
762,2016MCGA01,Robin McGaha,1060
763,2018BROW17,Jonah Brown,1060
764,2022SHIR03,Simon Shirokov,1060
765,2023EAGA01,Sumeet Eaga,1057
766,2016CLAR01,Maggie Clark,1057
767,2018BISC01,David Biscoglia,1056
768,2023LING02,Logan Lingasamy,1056
769,2023TRAN14,Kevin Tan Tran,1056
770,2023SHIN22,Nelson Shi,1055
771,2019BARR12,Emily R. Barron,1054
772,2024RAMK01,Kedarnath Ramkumar,1054
773,2018HEDR01,Drew Hedrick,1054
774,2024SOWB01,Ellis Craig Sowby,1053
775,2022YANG29,Jonah Yang,1053
776,2023SEOH01,Hajun Seo,1053
777,2017GIES01,Zachary Giesken,1053
778,2023KORV01,Knox Korver,1052
779,2022CAPO01,Ethan Capote,1052
780,2018SMIT40,Nathan Smith,1052
781,2022METC01,Gabriel Metcalf,1052
782,2022WEAT01,Luke Weatherly,1052
783,2023HART11,Seth Hart,1051
784,2022LANI03,Matthew Lanier,1051
785,2022HAUS01,Seth Hauser,1051
786,2022PARK02,Jacob Parker,1050
787,2022KASP03,Jan Jędrzej Kasprzak,1050
788,2023GRAY13,Jaxon Pierce Gray,1048
789,2023SMIT34,Easton Joseph Smith,1048
790,2014DETU01,Eddy Deturche,1048
791,2023MARC13,Beckett Marcus,1048
792,2023SHIV01,Gray M. Shively,1047
793,2016HINK01,Katelyn Hinkley,1047
794,2022PARK15,Andrew S. M. Park,1046
795,2022SOLO02,Aiden Solomon,1046
796,2023FAGE02,Peter Fagerburg,1046
797,2017HERR05,Jhonathan Herrera,1045
798,2022PAPP01,Maxwell Pappas,1045
799,2024KALL01,Liam Kallmes,1045
800,2023LUZA01,Gabriel Luza,1044
801,2014POWE01,Bowen Powers,1043
802,2016MARG01,Michael Margate,1043
803,2023SHIN05,Harrison Shin,1042
804,2018THOM37,Will Thompson,1042
805,2023SAMP10,Chirag Sampat,1042
806,2023SARE02,Brandon Sareh,1041
807,2023CHAU25,Vihaan K. Chaudhary,1041
808,2024KRIS08,Nithin Krishna,1041
809,2021MCLE04,Thomas McLean,1041
810,2022CARR04,George Carroll,1040
811,2022COLE10,Hunter Coleman,1040
812,2022LIAN08,Samuel Liang,1038
813,2023GAOE02,Edwin Yitian Gao,1038
814,2022XUBR01,Bryan Xu,1038
815,2023KONA01,Joseph George Konathapally,1038
816,2024BEAS02,Alexander Beason,1037
817,2023MEJI04,Emerson Mejia,1037
818,2021RUNH01,Jesper Runheim,1037
819,2017SHID01,John Shidemantle,1037
820,2022ALVE04,Zach Alves,1035
821,2024CHER02,Jack Cherry,1035
822,2022PRES08,Harvey Presnell,1034
823,2022PARE06,Benjamin Pareja-Hooker,1033
824,2016ARMS04,David Armstrong,1033
825,2023PIED03,Xavier Piedra,1033
826,2024JOHN24,Shane Johnson,1032
827,2022BROW23,Carson Brown,1032
828,2012LEWI01,Phillip Lewicki,1031
829,2016HIBL01,Peter Hibl,1031
830,2024JAOA01,Aris Jao,1030
831,2024HASS03,Jackson Hassenzahl,1030
832,2022HAMB01,Ethan Manuel Hamby,1029
833,2017BRYA06,Aedan Bryant,1029
834,2022MILL17,Joshua Miller,1029
835,2023HEYM01,David A. Heyman,1029
836,2017ZHUZ04,Zhouyao Zhu (朱洲瑶),1028
837,2023MARS15,Dillon Marshall,1028
838,2020AIEL01,Isaac Aiello,1028
839,2023GAOA01,Alan Gao,1027
840,2022GRUB01,Eli Raymond Gruber,1026
841,2022HARR19,Kohlton Harrelson,1026
842,2022DOSI01,Chensley Dosio,1025
843,2024MORA19,Christopher Morales,1025
844,2022CHHE01,Neveel Chheda,1025
845,2021GALL03,Matthew P. Galloway,1025
846,2022MCKE10,Nathan McKenzie,1024
847,2022DIMA01,Mason DiMaulo,1024
848,2022ZENK01,Jefferson Zenk,1024
849,2023YUND02,Daniel Yun,1023
850,2022MATT15,Devyn Mattingly,1023
851,2023BECK11,Julian Becka,1022
852,2022JOHN44,Caleb Johnson,1022
853,2023GUIR01,Ethan Matthew Guirgis,1021
854,2014ROBI01,Reed Robinson,1021
855,2022CIOL02,Romeo Ciolino,1020
856,2022BOLT02,Brogan Bolthouse,1020
857,2022BLOC03,Theodor Stradioto Blocksom,1020
858,2021POMA01,Elijah Poma,1019
859,2022FRAN03,Ryan Frankel,1019
860,2022KORO01,Leo Korobka,1019
861,2023ARKL01,Alexander Arkley,1018
862,2022PANK03,Hugo Pankoff,1016
863,2015RHOD02,Landon Rhodes,1016
864,2021HARA01,Kai Harada (原田櫂),1016
865,2023VALE01,Gabriel Valenzuela,1016
866,2013CONA01,Michael Conard,1015
867,2022JRCH01,Charles Russell Jr.,1015
868,2022CALD11,William Caldwell,1014
869,2023ANDE18,Rucker Anderson,1014
870,2022CAYW01,Cody Caywood,1014
871,2022THOM02,Joshua Thoma,1013
872,2023ZAYD01,Nicholas Zayd,1013
873,2019GARD02,Rodney Gardner,1013
874,2023ABRA03,Jaziel Abrams,1013
875,2022PRIC03,Spencer Price,1013
876,2023FERG04,Durayce Ferguson,1012
877,2022POLI01,Daniel Polikanov,1012
878,2023HOLL09,Nate Holladay,1011
879,2022ROGE06,Weston Rogers,1011
880,2024DORE01,Mikhail Dorelus,1011
881,2022LAND04,Andrew Landreth,1010
882,2024WALK03,Colin Walker,1010
883,2023WILS43,Layten Wilson,1010
884,2022VARN01,James Varner,1010
885,2018TUSI01,Nolan Tusing,1009
886,2023BATT11,Ronnie Batterson,1009
887,2022ARDY01,Ghibran A. Ardyatma,1009
888,2024KORT01,Cooper Korthuis,1009
889,2022WIEN01,Jordan Kyle Wiens,1008
890,2024LOIK01,Nick Loik,1008
891,2021RUDI01,Sawyer Rudisill,1007
892,2022WEAV02,Logan Weaver,1007
893,2023RAND01,George A. Randall,1006
894,2022PIPE02,Aidan Piper,1006
895,2022GOOD01,Josiah Goodman,1006
896,2023BUKH01,Nikita Bukhanistyi,1006
897,2023EKBU01,Shepherd Ekbundit,1005
898,2018HUAN21,Stephen Huan,1005
899,2023AYRE02,Porter Ayres,1005
900,2023RIDE03,Jason Rex Ridenour,1004
901,2022NERA01,Srikruthi Neralla,1003
902,2023WORD01,Logan Word,1003
903,2022LYON01,Amos Lyons,1003
904,2023CORR07,Julian Correa,1003
905,2019BROW11,Darien Brown,1002
906,2022SHOR01,Evan Short,1002
907,2022TRAN02,Long Tran,1001
908,2021GOOD04,Christian Gooding,1001
909,2023ARTH03,Evan Arthur,1000
910,2015FERA01,Rachel Feran,1000
911,2023SAND32,Enoch Sanders,1000
912,2023SHAH02,Raayan Shah,1000
913,2022PARK50,James Thad Parks,999
914,2022PHIR01,Jaden Phiri,999
915,2022LEEJ26,Jonathan Lee,999
916,2023JONE47,Noah Jones,998
917,2022LICO01,Cory Li,998
918,2022KIMT06,Tae Yoon Kim,998
919,2022BROW04,Ian Brown,998
920,2024MEND19,Xavier Mendoza,996
921,2023MAZE01,Miles Mazer,996
922,2023HOLL11,Nolen Holladay,996
923,2023WHIN01,Eden Whing,995
924,2024LEED04,Daniel Yejun Lee,994
925,2022YOWC01,Chase Ambrose Yow,994
926,2024BENN02,Jack Bennett,994
927,2022STEP03,Timothy Stepanus,994
928,2023WINS01,Christian Winston,994
929,2024TOLE03,Liam Jerremy Tolentino,994
930,2023ZANK01,Roland Zank,994
931,2021CHER06,Vihaan Cherukuri,993
932,2022SHEP01,Eric Sheppard,993
933,2022BETT02,Andrew Betton,993
934,2017DAVI28,Tyler Davis,992
935,2022KELL08,James Shay Kelly,992
936,2024RADF02,Dorian Radford,992
937,2019SAND04,Jared Sandfoss,992
938,2023GAST02,Isaac Gaston,991
939,2023BOWE10,Isaac Bowers,990
940,2022SCHE10,Jarrett Scheid,990
941,2023EARA01,Alexus Ear,990
942,2021BOTY01,Jake Christian Botyos,990
943,2023KOVA04,Zsombor Kovács,990
944,2023COOP01,Samuel Cooper,989
945,2024WOOD08,Eric Woodrum,989
946,2023BISH12,Christian Bishop,989
947,2017GOVE02,David Govea,988
948,2023WUET02,Ethan Wu,988
949,2022GOME08,Adriel Gomez,988
950,2023GANE05,Shaashwat Ganesh,987
951,2022HALE10,Tristan Hale,987
952,2023TRAU03,Henry Traut,987
953,2024NIEH01,Christian Niehaus,985
954,2017PEAR01,Luke Pearson,985
955,2023RONA01,Cormac Ronan,985
956,2023KLIN04,Alexander Rocky Klingberg,983
957,2013KATO01,Eva Kato (加藤映葉),983
958,2023MESS01,Julian Malcolm Messamore,983
959,2023TALW01,Shiv Talwar,982
960,2014GRIG01,Stephen Griggs,982
961,2023GOVI02,Daksh Akula Govind,982
962,2022SNID01,Kenan Snider,982
963,2023NAVA01,Isaac Navarro,981
964,2022ELLS01,Evan Ellsworth,981
965,2022NICK03,Mathias Nickoson,981
966,2023GUIR04,Alexander Guirgues,981
967,2018SIMP05,Elijah Simpson,980
968,2018SHAW06,Harry Shaw,980
969,2023LIRI01,Max Lirio,980
970,2022SHAH06,Samarth Shah,980
971,2022TOBI02,Jared Tobin,980
972,2024COUR01,Elijah Courtright,980
973,2023DELK01,Jaxon Delk,979
974,2023POWE01,Josh Powell,979
975,2022YANG28,Joel Yang,979
976,2022LIJO04,Joseph Li,979
977,2023LOPE67,Emmanuel Lopez,979
978,2023KIDD01,Coleman Kidd,979
979,2018PRIN01,Benjamin Prindle,978
980,2024TRAC01,Trystan Tracy,978
981,2022SNIP01,Eli D. Snipes,978
982,2017PALI05,Aryan Paliwal,978
983,2022PARI01,Prateek Paul Pariserla,978
984,2024MCLE03,Eryn McLeod,977
985,2023FAIR01,Ethan Fair,977
986,2022STIC01,Izaac Stich,977
987,2023CUNN02,Kisely J. Cunningham,977
988,2022BURE03,Ryan Buretz,977
989,2023MURP04,Brayden Murphy,976
990,2022YING01,Jacob Ying,976
991,2018SHUM04,Coco Shum,976
992,2018PERK01,Elliott Perkins,976
993,2021HATF01,Patrick Hatfield,975
994,2023POWE03,Easton Powers,975
995,2023GAND13,Geronimo Andres Gando,974
996,2022BECK07,Garrett Michael Becker,974
997,2022SHEN02,Daniel Shen,973
998,2022TSAV01,Joshua Christian Tsavaris,973
999,2019JOHN03,Roxana Johnson,972
1000,2023HOLI01,Elijah Holihen,972
1001,2024KANN05,Rishi Kannan,972
1002,2019WAWR01,Igor Wojciech Wawrzynski,971
1003,2024HUAN15,Cameron Huang,971
1004,2024GOOD02,Nicolas Goodwin,970
1005,2021MCIN02,Matthew T. McIntire,970
1006,2019POTT03,James Wyatt Potts,970
1007,2023LEIN01,Alan Stevenson Leinecker,970
1008,2019GARN03,Timothy J. Garnto,969
1009,2023KUMA18,Nithin Kumar,969
1010,2023BUTL11,Gace Lawrence Butler,968
1011,2023WHEE08,Houston Wheeler,968
1012,2022JOHN22,Rian John,968
1013,2022NEID03,William Neidecker-Gonzales,968
1014,2017MINT01,Gabriel Mintz,968
1015,2022BULL01,Cooper Bullinger,968
1016,2024MONC05,Andres Moncada,967
1017,2023CACC01,Ryan Caccavella,967
1018,2023LUND02,Kade Michael Lundell,966
1019,2022KING04,Kosi Kingwood,966
1020,2023ANDE47,Collier Anderson,966
1021,2022NEWL01,Daniel H. Newland,965
1022,2016CARL08,Hunter Carles,965
1023,2023ZULU04,Mikael Zulueta,965
1024,2022GUTJ01,Jaida Gut,965
1025,2023GARC51,Joshua Garcia,964
1026,2022VELE01,Liam Velez,964
1027,2023WHIT01,Gordon Thomas White III,964
1028,2022JACK12,Sawyer Jackson,963
1029,2022WENS01,Charlie Wensink,962
1030,2023KLEI15,Alexander Kleinberg,962
1031,2023FENS01,Jacob Fensler,962
1032,2023HAYS01,Samuel Hays,962
1033,2023HOLL19,Jackson Hollander,961
1034,2018TUMY01,Peyton Tumy,961
1035,2022SHOW01,Gavin Showers,961
1036,2024PETR07,Guglielmo Petrella,960
1037,2022BART10,Carter Bartley,960
1038,2019ASHO02,Varun Ashok,960
1039,2022COLL17,Alex Collins,960
1040,2019PERD01,Logan Perdue,959
1041,2024BAND07,Sushlok Banda,959
1042,2022GREG06,Nathan Gregory,959
1043,2023VERN05,Alex Vernon,959
1044,2023NEWE02,Kendall Newell,959
1045,2023SMIT30,Zachariah Smith,959
1046,2024WALT02,Brayden Walters,957
1047,2019ZAVA02,Kathryn Zavadil,957
1048,2019JOHN19,Austin Johnson,957
1049,2024JOIN01,Priya Joiner,957
1050,2022BROU02,Mason Broughton,956
1051,2023PLUM02,Jedd Plummer,956
1052,2024STAN01,Acy Stanley,956
1053,2022HEND02,Beckham Henderson,956
1054,2023LINW01,William Lin,955
1055,2022CAST02,Lucas Castelein,955
1056,2016LANA01,James Lanagan,955
1057,2021JOHN08,Brady Johnson,955
1058,2021LESL01,Elijah Leslie,955
1059,2007CHAN04,Simon Chanin,954
1060,2024WILS01,Tucker Wilson,954
1061,2022AHMI01,Mohamed Ahmidouch,952
1062,2022BRYS03,Edward Bryson,952
1063,2017SURE01,Siddharth Suresh,952
1064,2022DOBS01,William Dobs,952
1065,2019LAGI01,Andrew Lagina,952
1066,2017WADE02,John Stuart Wade,952
1067,2023ARYA05,Kevin Arya,952
1068,2020CART05,Micah Carter,951
1069,2023SNOW01,Evan Snow,951
1070,2019WOOD13,Bobby Woodruff,951
1071,2024SCHU08,Oliver Schultz,951
1072,2022TRIN09,Lars Trinks,950
1073,2023IYER05,Rahul Iyer,950
1074,2015KRZY01,Cody Krzyzaniak,949
1075,2023YELL01,Sagar Yellamraju,948
1076,2022MANE01,Adam Manejwala,947
1077,2023DONN04,Christopher Maddox Donnelly,947
1078,2022CROR01,Anderson Crory,947
1079,2022PORT02,Topher Porter,947
1080,2022LEEL01,Liam Lee,946
1081,2021NALA01,Geeth Nalam,945
1082,2022SWET01,Jae Swett,945
1083,2023SPAN01,William Spansel,944
1084,2022LIEN01,Kaz Lien,944
1085,2022SEIB01,Jazmine Seiber,944
1086,2019AIKE01,Keagan Aiken,943
1087,2022SCHL07,Gabriel Schlott,943
1088,2022XIAB01,Benjamin Xia,943
1089,2019MARC08,Peyton Marcotte,943
1090,2022STAN03,Joshua Stanley,942
1091,2022LEAR01,Mark Leara,942
1092,2022MART05,Felipe Maldonado Martinez,942
1093,2022CART08,Jeremiah A. Carter,942
1094,2023MAST03,Joshua Mast,942
1095,2023BANG01,Patrick Bang,941
1096,2016GUNN01,Peyton Gunn,941
1097,2022DUBN01,Presley Dubnicka,941
1098,2023WOOD25,Wyatt Wood,941
1099,2023JENK01,Ben Jenkins,940
1100,2023LATI01,Shafin Latif,940
1101,2022CROW02,Carter Crowson,939
1102,2022VALD04,Benjamin Valdivieso,939
1103,2023FRIE01,Zachary Frieden,939
1104,2021LAUE04,Mary Lauer,938
1105,2024PRIT01,Harrison Pritchett,938
1106,2018TUTT01,Landon Tuttle,938
1107,2020SAUN01,Andrew Saunders,938
1108,2021HUTT01,Heath Hutto,937
1109,2023MEHE02,Rihaan Meher,937
1110,2022INSE01,James Insetta,937
1111,2023OSLO01,Hudson Oslowski,937
1112,2022JHAN01,Riishab Jhanb,937
1113,2015GOSL01,Cari Goslow,936
1114,2023CHEE01,Carter Cheek,935
1115,2023BOND05,Jonathan Bond,934
1116,2024KELL15,Benjamin Keller,934
1117,2015HARR03,Chad Harris,934
1118,2022RHOD01,Raleigh E. Rhoden,933
1119,2019THOM37,Braden Michael Thomas,933
1120,2022MCCU02,Memphis McCullough,933
1121,2023MCNA01,Logan B. McNamee,933
1122,2023YANG15,Jayden Yang,933
1123,2021PATE02,Jainil Ghanshyam Patel,932
1124,2023TABA09,Aiden Tabaniag,932
1125,2024WARR02,Dominick Warren,932
1126,2023DOUG01,Carter Samuel Douglas,932
1127,2024SPEE01,Hudson Speece,932
1128,2022VIGN03,Monessh Vigneshwaran,932
1129,2023VILL37,Logan Villareal,931
1130,2023WILS18,Julius Achilles Wilson,931
1131,2023MART50,Titus Martin,931
1132,2024BIXB01,Adam Bixby,930
1133,2022MOUM01,Ahmed Moumina,930
1134,2023NAVI01,Juan Navia,930
1135,2022BURK06,Jalen Burke,929
1136,2023CART12,William Carter,929
1137,2022LEEN04,Noah Lee,928
1138,2022DOAN10,Jason Doane,928
1139,2023AHME13,Amir Ahmed,928
1140,2022MONA02,Nolan Monari,928
1141,2019BENN07,Tyler Mathew Bennett,927
1142,2022WALL01,Oliver Wall,927
1143,2022HUDS03,Trennis Hudson,927
1144,2023MCDO02,Asa McDorman,927
1145,2021GUNN01,Bryant Gunnels,927
1146,2022MATT03,Abhiram Mattam,927
1147,2023CONS05,Luca Constantino,926
1148,2022RAMS02,Logan Ramsey,926
1149,2021URIC01,Vincent Lee Urick-Brokus,926
1150,2022FEUE01,Oscar Feuerlein,926
1151,2022PORT06,Ava Porterfield,925
1152,2022MARK02,Emerson James Markel,925
1153,2024DUVA01,Trooper Duval,925
1154,2023JEYA02,Kavin Jeyaraj,925
1155,2022GIBB03,Michael Gibbs,924
1156,2023CRAV03,Reid Craver,923
1157,2014SEAR01,Derek Sears,923
1158,2022HEAR01,William Hearn,923
1159,2022WIMB02,David Wimberg,923
1160,2022EVER02,Teddy Everhart,922
1161,2023GEEC01,Cody Gee,922
1162,2023MEND36,Jacob Mendez,922
1163,2024PALO02,Koa Palos,921
1164,2022ROBI13,Nathan Robinson,921
1165,2023WORT01,James Worthen,920
1166,2022HENN05,Caelen Phillip Hennessee,920
1167,2023HELL13,Ian Briceno Heller,920
1168,2024RUSS05,Zimri Russell,920
1169,2023OWEN01,Reece Owens,919
1170,2024PATE12,Aayush Patel,919
1171,2022WRIG04,Gavin Bacheller Wright,919
1172,2021PERR01,Asher Perry,919
1173,2023SUNK01,Eeshu Sunkireddy,919
1174,2022SALV03,Luigi Brina Salvanha,918
1175,2023EVAN10,Jayden Evans,918
1176,2023TARB01,Ross Tarbert,918
1177,2022LEEJ03,Jacob Lee,917
1178,2022CALD02,Roberto Calderon,917
1179,2024DUNC03,Christopher Duncan,917
1180,2022STOL01,Nicholas Stoll,917
1181,2023HIRS03,Aaron Hirsch,916
1182,2019CHOI05,Andrew Choi,916
1183,2022HOFF02,Nathan Hoffman,916
1184,2022AKUL01,Aditya Akula,915
1185,2023GUIF01,Christian Guifarro,915
1186,2023EGGL01,Jayson Eggleston,915
1187,2022OPPE01,Grayson Oppermann,915
1188,2023KADI01,Aarnav Kadian,914
1189,2023RETT02,Sebastian Rett,913
1190,2022HWAN03,Brandon Woohyuk Hwang,913
1191,2022REGI01,Tyler Register,912
1192,2023JORD01,Levi Jordan,912
1193,2023SHOR06,Brayden Short,912
1194,2022HUAN15,Mila Huang,912
1195,2023MART64,Aiden Martinez,912
1196,2023TUAN05,Levi Tuanama,911
1197,2022SHOW02,Lucas Showers,911
1198,2024FITZ02,Nicholas Fitzgerald,911
1199,2023PENT01,Gavin Penticuff,911
1200,2022MANN01,Sebastian Mann,911
1201,2023MAGE03,Daniel Magee,911
1202,2023GUIL10,Emmanuel Eli Irie Guilbert,910
1203,2022GUPT02,Anish Gupta,910
1204,2024DEMI02,Dominic DeMichele,909
1205,2023MCCR05,Garrett McCracken,908
1206,2023HINS02,Jezreel Hinson,908
1207,2023MCCR01,Caleb McCracken,908
1208,2023KHUR01,Soham Khurana,908
1209,2023SUND17,Pranav Sundaresan,908
1210,2022PFLU01,JJ Pflum,908
1211,2022REED05,Kieran Reed,908
1212,2024MULL07,Mason Mullins,908
1213,2023KIRB02,Crawford Kirby,908
1214,2022BRID01,Johnathan Eugene Bridgeman,907
1215,2022BURK03,Asher Burke,907
1216,2019SIMM01,Zach Simmons,907
1217,2023MCDO10,Benjamin McDonald,907
1218,2017SRIN04,Karthik Srinivasan,907
1219,2024DAVI23,Caleb Davis,906
1220,2021MEHA01,Julius Mehalek,906
1221,2022BERG04,Paul Bergson,906
1222,2018ANDR15,Galen Patrick Andreacchi,905
1223,2022JAME03,Taylor James,905
1224,2023OHRE01,Everett Ohrenschall,905
1225,2019FRAS03,Kaiden Fraser,905
1226,2021LATH01,Taylor Latham,905
1227,2022WILL20,Dillon Williams,905
1228,2024ROJA14,Mariana Peredo Rojas,905
1229,2023CHAK16,Kruthic Chandrasekar,904
1230,2023MEYE10,Jabez Meyer,904
1231,2023ZINN01,Bear Zinn,904
1232,2022COPE01,Oliver Copeland,904
1233,2022VILL01,Lalo Villodas,904
1234,2022HUAN14,Lily Huang,904
1235,2024CLAR06,Lucas Clark,904
1236,2023JACO06,Rohan Jacob,903
1237,2022PORR01,Bryce Porras,903
1238,2022CODI01,Saynt Codiz,903
1239,2022KAVA01,Karthik Sai Kavarthapu,902
1240,2022SARI02,Uday Sai Varma Sarikonda,902
1241,2023SIGM01,Jamison Sigmon,902
1242,2023MANL02,Eva Manley,901
1243,2022REVE01,Dustin Reveles,901
1244,2023SALC05,Martin Salcedo,901
1245,2023LAUR16,David B. Laurencio,901
1246,2024HOOP01,Jasper Hoopes,901
1247,2023VEGA14,Daniel Vega,901
1248,2019BROW19,Mike Brown,900
1249,2021GORM01,Luke Gorman,900
1250,2022SLAG01,AJ Slagell,899
1251,2023NORR01,Elijah Boone Norris,899
1252,2017SING36,Ekansh Singh,899
1253,2023NGUY59,Nhan Quang Nguyen,899
1254,2023KAPL04,Aaron Kaplan,899
1255,2019STOC03,Tighe Stocker,898
1256,2023PASA03,Sujan Maris Pasala,898
1257,2024MANC07,Christopher Mancilla,898
1258,2022ROME05,Marcus Romero,898
1259,2022ZHOU01,Brady Zhou,898
1260,2024LOPE29,Andres Lopez,898
1261,2022RIOS01,Jayven Rios,898
1262,2022DOAN01,Asher Doane,897
1263,2024PATT02,Luke Patterson,897
1264,2023MCEA01,Reid McEachin,896
1265,2023BART25,Braylen Barton,896
1266,2022ZIEG01,Joshua Ziegler,896
1267,2023SCHO24,Hudson Schot,895
1268,2023WILL55,Adam Williamson,895
1269,2023MUTO01,Jackson Muto,895
1270,2023FERN13,Ari Fernandez,895
1271,2022RODR25,Hannah Rodriguez,895
1272,2022DIXO01,Luke Dixon,895
1273,2024LOTT01,James Wesley Lott,895
1274,2022MALH07,Daiwik Malhotra,894
1275,2023HODG07,Ashley Hodges,894
1276,2024PARV01,Arav Parvate-Patil,893
1277,2023WILS01,David Wilson,893
1278,2021STRA03,Jonah Stradtner,893
1279,2024SOLI03,Daniel John Soliman,893
1280,2013LIPK01,Gus Lipkin,892
1281,2023MADI01,Cooper-Beckett Madison,892
1282,2021BURL02,Jonathan Burlacu,892
1283,2022KHUS03,Vihaan Khushalani,892
1284,2024SANA02,Giancarlo Sanabria,891
1285,2022KEOD01,Logan Keodara,891
